Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
2352148.4375	-10.2623	34.3463	58.1262	4.0928	9.4905	1.5563	-0.2495	-0.6718	-0.6811	2353740.2344	-159.8109	-143.9236	-248.7893	-4.0323	0.9151	1.7581	-0.1308	-0.8359	-0.1720	2353740.2344	-247.0729	-129.5772	-271.8371	4.8054	12.5887	1.1466	-0.3742	0.0146	0.7004	2353222.6562	-1.8981	-68.8076	-30.9420	-5.0713	6.0895	2.7896	0.5431	-0.4053	-0.0211	2353740.2344	3509014450.2801	3509012096.5399	-12.8422	-37.7900	-10.4101	1.5758	8.7535	2.4446	0.1000	-0.7957	0.2189	2353740.2344	1.2291	-1.8586	-1.9567	-0.7123	5.1589	-8.5429	-0.6760	1.7206	0.5516	2351064.4531	17.9030	11.8208	5.9970	-4.3860	12.2698	-5.6355	0.3729	-0.7912	-0.0876	0.0000	0.0000
2352158.2031	-8.1989	21.2234	47.7128	4.4122	10.0251	1.6230	-0.2438	-0.7146	-0.6573	2353750.0000	-159.8109	-143.9236	-248.7893	-4.9080	1.9319	1.9736	-0.1308	-0.8359	-0.1720	2353750.0000	-247.0729	-129.5772	-271.8371	5.8175	14.7075	1.2689	-0.3742	0.0146	0.7004	2353232.4219	-1.8981	-68.8076	-30.9420	-5.3770	7.0060	3.1695	0.5431	-0.4053	-0.0211	2353750.0000	3509014450.2899	3509012096.5399	-12.8422	-37.7900	-10.4101	1.1064	8.9082	2.3640	0.1000	-0.7957	0.2189	2353750.0000	-1.5864	0.2946	-5.6804	-0.3986	5.0016	-8.7052	-0.6760	1.7206	0.5516	2351074.2187	17.9030	11.8208	5.9970	-4.1511	12.8776	-6.0304	0.3915	-0.7778	-0.0876	0.0000	0.0000
2352167.9687	-8.1989	21.2234	47.7128	3.6183	10.4833	1.9271	-0.2190	-0.6893	-0.6811	2353759.7656	-159.8109	-143.9236	-248.7893	-5.5448	3.2577	1.8685	-0.1885	-0.8633	-0.1484	2353759.7656	-168.1120	-135.1779	-271.3143	6.9075	16.3451	0.3197	-0.3602	0.1021	0.7269	2353242.1875	31.5169	-55.6806	-45.1000	-8.3948	6.6241	3.2035	0.5471	-0.4239	-0.0164	2353759.7656	3509014450.2996	3509012096.5399	-12.8422	-37.7900	-10.4101	1.1064	9.4493	2.0425	0.0918	-0.7915	0.2105	2353759.7656	-1.5864	0.2946	-5.6804	-0.4766	4.9262	-8.6226	-0.6960	1.7290	0.5657	2351083.9844	17.9030	11.8208	5.9970	-3.9201	12.7169	-6.8064	0.3785	-0.7586	-0.0853	0.0000	0.0000
2352177.7344	-8.1989	21.2234	47.7128	2.8206	10.5597	1.8591	-0.2362	-0.7320	-0.6681	2353769.5312	-140.4143	-184.9463	-202.1221	-5.4652	4.6639	1.9976	-0.2346	-0.8340	-0.1204	2353769.5312	-168.1120	-135.1779	-271.3143	8.3090	19.5457	-1.1861	-0.3421	0.1521	0.7423	2353251.9531	31.5169	-55.6806	-45.1000	-9.2245	8.2279	5.3574	0.5216	-0.4568	-0.0375	2353769.5312	3509014450.3094	3509012096.5399	-12.8422	-37.7900	-10.4101	1.1064	9.5295	2.2788	0.0898	-0.8043	0.2084	2353769.5312	-1.5864	0.2946	-5.6804	-0.6358	4.9231	-8.7785	-0.6720	1.7185	0.5493	2351093.7500	1.9603	34.1153	-4.7609	-3.2035	11.2642	-6.7919	0.3970	-0.7739	-0.0853	0.0000	0.0000
2352187.5000	0.6582	1.6043	32.8769	2.8176	10.6360	1.5576	-0.2324	-0.7340	-0.6811	2353779.2969	-140.4143	-184.9463	-202.1221	-5.3856	6.0708	2.2054	-0.2846	-0.8379	-0.0688	2353779.2969	-168.1120	-135.1779	-271.3143	10.0998	21.4915	-2.6833	-0.2897	0.2021	0.7445	2353261.7187	31.5169	-55.6806	-45.1000	-5.1677	9.3735	8.6250	0.5275	-0.4527	-0.0843	2353779.2969	3509014450.3192	3509012096.5399	-13.9974	-13.9056	-20.8007	1.2628	9.6072	2.2780	0.0878	-0.8085	0.2168	2353779.2969	-1.6278	0.3573	-6.7015	-0.4766	4.8492	-8.6210	-0.6780	1.7563	0.5516	2351103.5156	1.9603	34.1153	-4.7609	-1.8447	9.8935	-6.2338	0.4007	-0.7663	-0.0876	0.0000	0.0000
2352197.2656	0.6582	1.6043	32.8769	3.1393	11.1706	1.8499	-0.2210	-0.7029	-0.6638	2353789.0625	-140.4143	-184.9463	-202.1221	-5.4652	7.9468	2.4823	-0.2846	-0.8379	-0.0688	2353789.0625	-129.1425	-156.3532	-268.8444	10.6448	21.5807	-1.6140	-0.2897	0.2021	0.7445	2353271.4844	31.5169	-55.6806	-45.1000	0.0383	10.8246	10.7201	0.5275	-0.4527	-0.0843	2353789.0625	3509014450.3289	3509012096.5399	-13.9974	-13.9056	-20.8007	2.4364	9.3692	1.8063	0.0878	-0.8085	0.2168	2353789.0625	-1.6278	0.3573	-6.7015	-0.5554	4.9263	-8.6210	-0.6780	1.7563	0.5516	2351113.2812	1.9603	34.1153	-4.7609	-0.6497	8.5180	-6.1423	0.3859	-0.7950	-0.0829	0.0000	0.0000
2352207.0312	0.6582	1.6043	32.8769	3.3054	11.8580	2.5182	-0.2114	-0.6816	-0.6703	2353798.8281	-131.5629	-218.9142	-129.9849	-5.8632	9.8180	2.2877	-0.3077	-0.8457	-0.0323	2353798.8281	-129.1425	-156.3532	-268.8444	9.7883	19.9508	0.1012	-0.2475	0.2500	0.7511	2353281.2500	70.1822	-105.1622	-82.4791	0.3656	9.9845	12.5008	0.5157	-0.4671	-0.0984	2353798.8281	3509014450.3387	3509012096.5399	-13.9974	-13.9056	-20.8007	1.8105	9.6850	2.2772	0.0898	-0.7936	0.2211	2353798.8281	-1.6278	0.3573	-6.7015	-0.3994	4.6921	-8.7786	-0.6760	1.7689	0.5704	2351123.0469	-0.8836	43.8172	-10.7845	0.0707	7.3751	-5.7420	0.3915	-0.8218	-0.0668	0.0000	0.0000
2352216.7969	-12.8159	14.6725	8.8323	3.1474	12.4690	2.6640	-0.2114	-0.6777	-0.6443	2353808.5937	-131.5629	-218.9142	-129.9849	-6.0224	11.5308	1.8603	-0.3462	-0.8555	0.0022	2353808.5937	-129.1425	-156.3532	-268.8444	9.7883	19.7070	-0.7415	-0.2294	0.2729	0.7555	2353291.0156	70.1822	-105.1622	-82.4791	-4.3090	11.4356	9.3678	0.5000	-0.4815	-0.1288	2353808.5937	3509014450.3485	3509012096.5399	-12.2243	-15.1154	-24.8104	1.4976	9.9159	2.0379	0.0959	-0.7830	0.2211	2353808.5937	0.9733	-0.7887	-13.4849	-0.6350	4.9247	-8.6990	-0.6500	1.7416	0.5516	2351132.8125	-0.8836	43.8172	-10.7845	0.7863	7.2214	-5.8183	0.3896	-0.7720	-0.0645	0.0000	0.0000
2352226.5625	-12.8159	14.6725	8.8323	3.0685	12.8508	2.7362	-0.2095	-0.6757	-0.6659	2353818.3594	-131.5629	-218.9142	-129.9849	-5.6244	11.9841	0.3574	-0.3500	-0.8125	0.0473	2353818.3594	-55.6218	-153.1284	-265.1533	10.1776	19.4702	-0.8967	-0.2294	0.2729	0.7555	2353300.7812	70.1822	-105.1622	-82.4791	-9.4267	10.9010	0.6234	0.5000	-0.4815	-0.1288	2353818.3594	3509014450.3582	3509012096.5399	-12.2243	-15.1154	-24.8104	1.9670	9.9175	2.1959	0.0959	-0.7830	0.2211	2353818.3594	0.9733	-0.7887	-13.4849	-0.4010	4.7659	-8.9393	-0.6680	1.7584	0.5634	2351142.5781	-0.8836	43.8172	-10.7845	0.7885	8.6764	-5.5995	0.4026	-0.7625	-0.0737	0.0000	0.0000
2352236.3281	-12.8159	14.6725	8.8323	3.3059	13.7673	2.5743	-0.2076	-0.6757	-0.6529	2353828.1250	-94.9368	-186.2388	-67.1055	-5.4652	11.9013	-0.1127	-0.3500	-0.8125	0.0473	2353828.1250	-55.6218	-153.1284	-265.1533	9.7883	17.5158	-0.2586	-0.1670	0.3021	0.7555	2353310.5469	-110.7148	-77.2530	-39.7729	-12.3496	7.6169	-5.3363	0.4941	-0.5123	-0.1429	2353828.1250	3509014450.3680	3509012096.5399	-12.2243	-15.1154	-24.8104	1.3411	10.3086	2.4290	0.0796	-0.7936	0.2358	2353828.1250	0.9733	-0.7887	-13.4849	-0.5602	4.9167	-9.0983	-0.6680	1.7584	0.5634	2351152.3437	-0.8836	43.8172	-10.7845	1.1084	9.7483	-5.4547	0.3803	-0.7950	-0.0760	0.0000	0.0000
2352246.0937	-12.8159	14.6725	8.8323	4.1794	15.2947	2.2494	-0.2305	-0.7165	-0.6703	2353837.8906	-94.9368	-186.2388	-67.1055	-5.5448	10.7316	-0.0107	-0.3596	-0.8047	0.0753	2353837.8906	-55.6218	-153.1284	-265.1533	9.2433	16.0958	-1.0841	-0.1268	0.3063	0.7423	2353320.3125	-110.7148	-77.2530	-39.7729	-6.0522	10.9773	5.2982	0.5078	-0.5082	-0.1358	2353837.8906	3509014450.3778	3509012096.5399	-15.2668	-4.4935	-31.9334	2.0452	10.1563	2.7466	0.0816	-0.8106	0.2295	2353837.8906	0.9733	-0.7887	-13.4849	-0.8730	4.9216	-8.8534	-0.6600	1.7269	0.5610	2351162.1094	1.9046	44.3015	-19.4579	1.3511	9.9051	-5.0675	0.3952	-0.8046	-0.0645	0.0000	0.0000
2352255.8594	-26.6710	-86.7232	-20.1656	5.6123	15.7530	2.0801	-0.2362	-0.7204	-0.6464	2353847.6562	-94.9368	-186.2388	-67.1055	-5.5448	9.1733	0.2563	-0.3615	-0.7832	0.1011	2353847.6562	13.9621	-82.5100	-224.2732	8.9319	14.2921	-1.0630	-0.1026	0.2958	0.7643	2353330.0781	-110.7148	-77.2530	-39.7729	-2.8626	10.1372	6.9731	0.4902	-0.5309	-0.1686	2353847.6562	3509014450.3875	3509012096.5399	-15.2668	-4.4935	-31.9334	2.2017	10.0817	3.0634	0.0837	-0.7894	0.2211	2353847.6562	6.3024	1.8700	-20.6135	-1.0314	4.9971	-8.9313	-0.6500	1.7626	0.5493	2351171.8750	1.9046	44.3015	-19.4579	1.2762	9.5275	-4.5971	0.3840	-0.7797	-0.0645	0.0000	0.0000
2352265.6250	-26.6710	-86.7232	-20.1656	6.9663	15.9821	1.9891	-0.2286	-0.7165	-0.6529	2353857.4219	-39.4777	-146.9680	-30.0498	-6.2612	9.2513	0.2548	-0.3615	-0.7832	0.1011	2353857.4219	13.9621	-82.5100	-224.2732	8.6204	12.4099	-1.0410	-0.1026	0.2958	0.7643	2353339.8437	-51.7220	-66.2318	-41.7372	-4.1781	10.5955	6.9817	0.4902	-0.5309	-0.1686	2353857.4219	3509014450.3973	3509012096.5399	-15.2668	-4.4935	-31.9334	3.1406	10.3895	2.7443	0.0837	-0.7894	0.2211	2353857.4219	6.3024	1.8700	-20.6135	-0.7949	4.6120	-8.9283	-0.6720	1.7416	0.5587	2351181.6406	1.9046	44.3015	-19.4579	1.1169	9.8333	-4.6002	0.3840	-0.7931	-0.0599	0.0000	0.0000
2352275.3906	-26.6710	-86.7232	-20.1656	7.2732	15.0656	0.7919	-0.2438	-0.7107	-0.6421	2353867.1875	-39.4777	-146.9680	-30.0498	-6.9776	7.8499	0.5973	-0.3596	-0.8027	0.1355	2353867.1875	13.9621	-82.5100	-224.2732	8.8540	11.4473	-3.1850	-0.0664	0.2875	0.7489	2353349.6094	-51.7220	-66.2318	-41.7372	-3.3432	11.2828	5.3452	0.4686	-0.4856	-0.1663	2353867.1875	3509014450.4071	3509012096.5399	-11.4347	-29.5204	-31.1728	4.1577	10.6236	2.8209	0.0796	-0.7894	0.2358	2353867.1875	6.3024	1.8700	-20.6135	-0.7170	4.9953	-9.0172	-0.6720	1.7416	0.5587	2351191.4062	4.6350	38.3381	-38.4791	1.2761	9.8333	-4.6002	0.3636	-0.8161	-0.0553	0.0000	0.0000
2352285.1562	-52.3060	-100.5202	-94.3071	7.1034	13.9200	-0.2478	-0.2857	-0.7146	-0.6269	2353876.9531	-39.4777	-146.9680	-30.0498	-7.2960	6.1402	1.3391	-0.3635	-0.7695	0.1398	2353876.9531	13.9621	-82.5100	-224.2732	9.1655	10.1033	-4.2503	-0.0423	0.2833	0.7357	2353359.3750	-51.7220	-66.2318	-41.7372	-1.5750	11.2064	4.1703	0.4706	-0.5267	-0.1616	2353876.9531	3509014450.4168	3509012096.5399	-11.4347	-29.5204	-31.1728	3.3753	10.3126	2.8240	0.0755	-0.7936	0.2421	2353876.9531	20.6710	14.5976	-32.1711	-0.4798	4.9968	-8.9423	-0.6580	1.7626	0.5610	2351201.1719	4.6350	38.3381	-38.4791	0.8024	10.4489	-4.2175	0.3692	-0.8027	-0.0530	0.0000	0.0000
2352294.9219	-52.3060	-100.5202	-94.3071	7.1035	12.7745	-0.2364	-0.3048	-0.7029	-0.6095	2353886.7187	-39.4777	-146.9680	-30.0498	-7.5348	4.6655	2.1548	-0.3712	-0.7832	0.1441	2353886.7187	18.7344	15.6870	-162.5818	8.7762	8.3827	-3.7682	-0.0423	0.2833	0.7357	2353369.1406	-37.5631	-40.1764	-48.3692	0.3605	9.6026	4.2442	0.4706	-0.5247	-0.1710	2353886.7187	3509014450.4266	3509012096.5399	-11.4347	-29.5204	-31.1728	3.6883	10.2356	2.9038	0.0755	-0.7936	0.2421	2353886.7187	20.6710	14.5976	-32.1711	-0.2425	4.3825	-8.8552	-0.6580	1.7206	0.5446	2351210.9375	4.6350	38.3381	-38.4791	0.5636	10.1430	-4.2144	0.3432	-0.7931	-0.0645	0.0000	0.0000
2352304.6875	-52.3060	-100.5202	-94.3071	7.4396	12.6981	1.4908	-0.3181	-0.7049	-0.6139	2353896.4844	26.2045	-100.0826	-23.5629	-7.6940	3.9734	3.1908	-0.3712	-0.7832	0.1441	2353896.4844	18.7344	15.6870	-162.5818	8.3090	5.8785	-3.2007	-0.0503	0.2854	0.7379	2353378.9062	-37.5631	-40.1764	-48.3692	0.5230	8.6098	5.0245	0.4706	-0.5247	-0.1710	2353896.4844	3509014450.4364	3509012096.5399	-11.4347	-29.5204	-31.1728	4.5489	11.0037	1.9480	0.0714	-0.7723	0.2211	2353896.4844	20.6710	14.5976	-32.1711	-1.0425	4.7438	-10.0404	-0.6660	1.7374	0.5469	2351220.7031	5.7103	29.4233	-41.9923	-0.1536	9.8364	-4.2891	0.3599	-0.8065	-0.0553	0.0000	0.0000
2352314.4531	87.4827	-150.3379	-126.3285	7.7816	13.4618	3.8111	-0.3410	-0.6854	-0.6139	2353906.2500	26.2045	-100.0826	-23.5629	-8.3308	3.3467	2.9675	-0.3577	-0.8047	0.1591	2353906.2500	18.7344	15.6870	-162.5818	9.0876	18.3377	3.5049	-0.0241	0.2854	0.7401	2353388.6719	-37.5631	-40.1764	-48.3692	-0.0210	9.2208	4.7922	0.4549	-0.5309	-0.1780	2353906.2500	3509014450.4461	3509012096.5399	-5.0663	-28.0404	-23.6224	4.7054	11.0783	1.6312	0.0510	-0.7766	0.2337	2353906.2500	48.7121	40.7907	-35.9189	0.1513	5.3831	-8.8831	-0.6660	1.7374	0.5469	2351230.4687	5.7103	29.4233	-41.9923	-0.0716	9.5329	-4.0528	0.3395	-0.8123	-0.0553	0.0000	0.0000
2352324.2187	87.4827	-150.3379	-126.3285	6.4319	15.4475	4.3311	-0.3676	-0.6738	-0.6052	2353916.0156	26.2045	-100.0826	-23.5629	-6.7388	4.8262	2.6234	-0.3712	-0.8008	0.1441	2353916.0156	46.5249	-189.9884	-166.4825	-6.5620	3.5903	3.2710	-0.0020	0.2833	0.7313	2353398.4375	-37.5631	-40.1764	-48.3692	-0.2594	10.1372	4.1678	0.4471	-0.5206	-0.1733	2353916.0156	3509014450.4559	3509012096.5399	-5.0663	-28.0404	-23.6224	4.3924	12.0050	0.9898	0.0633	-0.7681	0.2379	2353916.0156	48.7121	40.7907	-35.9189	0.3896	3.9235	-8.6994	-0.6760	1.7332	0.5516	2351240.2344	5.7103	29.4233	-41.9923	-0.2308	9.0742	-4.0482	0.3358	-0.8180	-0.0438	0.0000	0.0000
2352333.9844	87.4827	-150.3379	-126.3285	3.8703	16.2112	3.2210	-0.4019	-0.6738	-0.6095	2353925.7812	50.4910	3.8934	-70.6241	2.4950	17.3542	-1.1653	-0.3923	-0.7715	0.1441	2353925.7812	46.5249	-189.9884	-166.4825	-17.6180	9.4357	-23.9518	-0.0020	0.2833	0.7313	2353408.2031	-47.3902	-91.9916	-20.4479	0.1243	11.2828	3.8437	0.4471	-0.5206	-0.1733	2353925.7812	3509014450.4657	3509012096.5399	-5.0663	-28.0404	-23.6224	3.6100	12.6295	1.2206	0.0633	-0.7681	0.2379	2353925.7812	48.7121	40.7907	-35.9189	0.0758	4.9276	-8.5540	-0.6560	1.7080	0.5423	2351250.0000	-4.5641	34.0397	-33.5347	0.0104	8.8472	-3.8127	0.3247	-0.7931	-0.0438	0.0000	0.0000
2352343.7500	-54.9698	-144.4948	-156.2182	2.5103	16.2876	2.7074	-0.4324	-0.6738	-0.6052	2353935.5469	50.4910	3.8934	-70.6241	5.6791	39.5105	-17.7263	-0.3923	-0.7715	0.1441	2353935.5469	46.5249	-189.9884	-166.4825	2.2360	37.6725	-39.4915	-0.0262	0.2500	0.7445	2353417.9687	-47.3902	-91.9916	-20.4479	0.0508	11.4356	4.2289	0.4333	-0.5700	-0.1897	2353935.5469	3509014450.4754	3509012096.5399	-15.7794	-43.9963	-19.2024	3.4535	13.7911	0.7349	0.0633	-0.7617	0.2316	2353935.5469	48.7121	40.7907	-35.9189	0.3847	4.6068	-9.1906	-0.6740	1.6870	0.5540	2351259.7656	-4.5641	34.0397	-33.5347	0.0119	8.8487	-3.6571	0.3469	-0.8103	-0.0346	0.0000	0.0000
2352353.5156	-54.9698	-144.4948	-156.2182	0.9894	15.8294	2.0504	-0.4533	-0.6660	-0.5965	2353945.3125	50.4910	3.8934	-70.6241	4.8831	39.4885	-19.9274	-0.4058	-0.7754	0.1376	2353945.3125	-44.6702	-137.0265	-219.8988	-12.4015	-5.9121	-5.7953	-0.0483	0.2146	0.7401	2353427.7344	-47.3902	-91.9916	-20.4479	-0.0212	11.2828	4.7716	0.4431	-0.5288	-0.2037	2353945.3125	3509014450.4852	3509012096.5399	-15.7794	-43.9963	-19.2024	1.4976	14.1060	1.1268	0.0469	-0.7596	0.2379	2353945.3125	113.6278	-13.4391	-15.4007	-0.0921	4.5990	-9.5789	-0.6740	1.6870	0.5540	2351269.5312	-4.5641	34.0397	-33.5347	0.0939	8.6217	-3.4216	0.3098	-0.8410	-0.0415	0.0000	0.0000
2352363.2812	-54.9698	-144.4948	-156.2182	-0.6781	14.9129	2.6779	-0.4857	-0.6738	-0.5662	2353955.0781	-116.6200	-307.6075	82.9505	5.6791	13.5111	-10.8378	-0.3769	-0.7520	0.1677	2353955.0781	-44.6702	-137.0265	-219.8988	12.1241	9.4410	0.1061	-0.0483	0.2146	0.7401	2353437.5000	-29.6036	-78.2749	-19.9130	-0.5536	10.8246	5.7079	0.4353	-0.5844	-0.1944	2353955.0781	3509014450.4950	3509012096.5399	-15.7794	-43.9963	-19.2024	2.0452	12.9452	1.6915	0.0469	-0.7596	0.2379	2353955.0781	113.6278	-13.4391	-15.4007	-0.4814	5.1476	-9.1045	-0.6700	1.6618	0.5587	2351279.2969	-4.5641	34.0397	-33.5347	0.2563	7.8602	-3.1029	0.3247	-0.8161	-0.0415	0.0000	0.0000
2352373.0469	-54.9698	-144.4948	-156.2182	-1.3960	14.3783	2.6152	-0.5162	-0.6311	-0.5488	2353964.8437	-116.6200	-307.6075	82.9505	4.7239	2.3600	-2.0447	-0.3769	-0.8105	0.2022	2353964.8437	-44.6702	-137.0265	-219.8988	22.7908	11.0064	-39.4304	-0.0684	0.2083	0.7247	2353447.2656	-29.6036	-78.2749	-19.9130	-1.4017	10.7482	6.0260	0.4353	-0.5844	-0.1944	2353964.8437	3509014450.5047	3509012096.5399	-25.0765	-16.3318	-17.9302	3.8447	11.8606	2.0974	0.0551	-0.7660	0.2463	2353964.8437	113.6278	-13.4391	-15.4007	-0.4814	5.1476	-9.1045	-0.6640	1.6345	0.5352	2351289.0625	-12.7062	44.0896	-23.2832	0.4171	7.3266	-2.9420	0.3117	-0.8544	-0.0323	0.0000	0.0000
2352382.8125	-82.5088	-113.7193	-166.0857	-1.3238	14.2255	1.8639	-0.5486	-0.6291	-0.5315	2353974.6094	-116.6200	-307.6075	82.9505	1.1418	-2.2174	8.5038	-0.3769	-0.8105	0.2022	2353974.6094	-44.6702	-137.0265	-219.8988	-2.0462	2.8917	4.0011	-0.0704	0.1938	0.7357	2353457.0312	-29.6036	-78.2749	-19.9130	-1.3234	10.0609	6.1092	0.4353	-0.5597	-0.2084	2353974.6094	3509014450.5145	3509012096.5399	-25.0765	-16.3318	-17.9302	5.1748	11.7059	2.1780	0.0408	-0.7809	0.2337	2353974.6094	154.2919	-29.3616	-30.4659	-0.7984	5.7605	-9.2696	-0.6640	1.6345	0.5352	2351298.8281	-12.7062	44.0896	-23.2832	0.2618	7.0247	-2.5502	0.3265	-0.8525	-0.0138	0.0000	0.0000
2352392.5781	-82.5088	-113.7193	-166.0857	1.1519	14.0728	2.3671	-0.5562	-0.6272	-0.5380	2353984.3750	57.7001	11.7206	-7.4126	-8.5697	8.5585	1.2121	-0.3308	-0.7715	0.2022	2353984.3750	-68.4449	-95.2033	-22.3293	-0.9562	-1.6947	8.1081	-0.0704	0.1917	0.7269	2353466.7969	-47.8341	-67.7174	-33.0582	-1.1678	9.5263	6.1902	0.4275	-0.5720	-0.2155	2353984.3750	3509014450.5242	3509012096.5399	-25.0765	-16.3318	-17.9302	5.4878	12.1787	2.8054	0.0408	-0.7574	0.2337	2353984.3750	154.2919	-29.3616	-30.4659	-0.2436	5.7666	-8.9625	-0.6840	1.6050	0.5587	2351308.5937	-12.7062	44.0896	-23.2832	0.5810	6.5667	-2.4679	0.2857	-0.8276	-0.0230	0.0000	0.0000
2352402.3437	-82.5088	-113.7193	-166.0857	3.3082	13.6146	2.8014	-0.5619	-0.6078	-0.5184	2353994.1406	57.7001	11.7206	-7.4126	-18.1219	9.7683	5.1191	-0.3423	-0.8086	0.1806	2353994.1406	-68.4449	-95.2033	-22.3293	0.8345	10.4472	-16.9243	-0.0704	0.1917	0.7269	2353476.5625	-47.8341	-67.7174	-33.0582	-0.9403	9.2208	5.7278	0.4294	-0.5473	-0.2084	2353994.1406	3509014450.5340	3509012096.5399	-20.3553	-47.6644	-1.3956	5.5660	12.1708	2.0153	0.0469	-0.7574	0.2484	2353994.1406	154.2919	-29.3616	-30.4659	-1.1104	5.8439	-8.9467	-0.6600	1.5756	0.5399	2351318.3594	-14.5623	48.8875	-24.8305	0.5842	6.3405	-2.1545	0.3117	-0.8161	0.0000	0.0000	0.0000
2352412.1094	-57.2358	71.3609	-168.7273	4.8202	12.8508	2.5683	-0.5733	-0.6369	-0.5358	2354003.9062	57.7001	11.7206	-7.4126	-10.8781	11.0571	1.3194	-0.3423	-0.8086	0.1806	2354003.9062	-68.4449	-95.2033	-22.3293	0.8345	10.4472	-16.9243	-0.0744	0.1833	0.7137	2353486.3281	-47.8341	-67.7174	-33.0582	-0.7136	9.2971	5.1844	0.4294	-0.5473	-0.2084	2354003.9062	3509014450.5438	3509012096.5399	-20.3553	-47.6644	-1.3956	5.0183	11.7067	2.2570	0.0306	-0.8106	0.2547	2354003.9062	173.6398	-46.5808	-70.0777	-1.8125	6.1665	-8.2227	-0.6520	1.5882	0.5399	2351328.1250	-14.5623	48.8875	-24.8305	0.8246	6.0362	-1.9960	0.3024	-0.8084	-0.0046	0.0000	0.0000
